,sex,row_number,liters_drunk,drink,check_number,label,age_children,age_adults,age_elderly,morning,day,evening
961,,46.0,0.0,0,4214,1,13.0,,,True,False,False
962,1.0,79.0,4.0,1,8538,1,,,56.0,False,True,False
963,,10.0,5.0,0,3557,0,,18.0,,True,False,False
964,0.0,83.0,3.0,0,5039,1,10.0,,,False,False,True
965,1.0,86.0,3.0,1,4321,1,,48.0,,False,True,False
966,,41.0,2.0,1,8653,0,,,76.0,False,False,True
967,1.0,0.0,3.0,1,9655,0,,32.0,,True,False,False
968,0.0,8.0,3.0,1,2042,1,,45.0,,False,False,True
969,1.0,100.0,2.0,0,3326,1,,,61.0,True,False,False
970,0.0,89.0,5.0,0,4084,1,,,52.0,True,False,False
971,,90.0,2.0,0,8924,1,,34.0,,False,False,True
972,1.0,73.0,5.0,0,2148,1,,19.0,,True,False,False
973,1.0,53.0,3.0,0,2451,1,14.0,,,True,False,False
974,,63.0,0.0,1,1355,0,,,62.0,True,False,False
975,0.0,62.0,0.0,0,175,1,,33.0,,False,True,False
976,,59.0,3.0,1,275,1,,,79.0,False,False,True
977,1.0,55.0,5.0,1,8977,0,,,80.0,False,True,False
978,0.0,44.0,1.0,1,6668,0,,,53.0,True,False,False
979,0.0,53.0,4.0,0,9338,1,13.0,,,False,False,True
980,1.0,15.0,2.0,1,3205,0,,47.0,,True,False,False
981,,85.0,4.0,1,6105,0,,,69.0,True,False,False
982,,37.0,1.0,1,1292,0,,31.0,,False,True,False
983,0.0,47.0,3.0,1,7289,1,,45.0,,True,False,False
984,1.0,74.0,4.0,0,7939,1,,,56.0,False,False,True
985,0.0,89.0,2.484941745438558,1,9511,0,,,68.0,False,True,False
986,1.0,0.0,2.484941745438558,1,9930,1,,50.0,,False,False,True
987,0.0,3.0,4.0,1,6380,1,,33.0,,False,False,True
988,,2.0,3.0,1,1471,1,,30.0,,False,False,True
989,1.0,52.0,3.0,1,8366,1,,30.0,,False,False,True
990,,21.0,3.0,1,9361,1,,38.0,,False,False,True
991,1.0,78.0,3.0,1,8951,1,,,62.0,True,False,False
992,,68.0,2.484941745438558,0,701,1,,37.0,,False,False,True
993,1.0,82.0,3.0,1,5558,1,,,57.0,False,True,False
994,0.0,27.0,1.0,1,2715,1,,50.0,,False,True,False
995,1.0,13.0,4.0,0,9951,0,15.0,,,False,True,False
996,,36.0,5.0,0,7369,0,,37.0,,False,True,False
997,1.0,10.0,0.0,0,1981,1,,26.0,,True,False,False
998,0.0,13.0,2.484941745438558,0,6284,1,,,61.0,False,True,False
999,1.0,100.0,2.484941745438558,1,2531,0,,48.0,,False,False,True
1000,,93.0,5.0,1,9060,0,,,79.0,False,False,True
1001,,6.0,3.0,0,4482,1,,44.0,,False,True,False
1002,1.0,73.0,4.0,1,1250,1,,48.0,,False,False,True
1003,0.0,72.0,5.0,1,4598,0,,,56.0,False,True,False
1004,,69.0,5.0,1,7446,0,,,76.0,False,True,False
1005,1.0,48.0,4.0,0,4591,1,10.0,,,True,False,False
1006,,1.0,4.0,1,2106,0,,,66.0,False,False,True
1007,0.0,100.0,0.0,1,8733,1,,27.0,,True,False,False
1008,1.0,49.0,5.0,1,5393,0,,,57.0,False,False,True
1009,,19.0,2.484941745438558,1,7061,0,,50.0,,False,True,False
1010,0.0,52.0,3.0,0,2454,0,,48.0,,False,True,False
1011,,87.0,2.484941745438558,0,6551,1,,,54.0,False,False,True
1012,1.0,74.0,4.0,0,130,1,,,64.0,False,False,True
1013,0.0,26.0,3.0,1,8568,0,,,73.0,False,True,False
1014,,91.0,5.0,0,7850,1,,,79.0,False,True,False
1015,0.0,21.0,4.0,1,9669,0,,,69.0,False,True,False
1016,1.0,31.0,0.0,1,40,0,,,54.0,False,True,False
1017,0.0,5.0,2.484941745438558,1,8832,0,,43.0,,True,False,False
1018,0.0,47.0,3.0,0,2067,0,,33.0,,True,False,False
1019,,53.0,2.484941745438558,0,3090,1,,,71.0,False,True,False
1020,1.0,69.0,5.0,1,4574,1,,,76.0,False,True,False
1021,,37.0,1.0,0,8554,1,10.0,,,False,False,True
1022,,91.0,3.0,0,2871,1,,,59.0,False,True,False
1023,1.0,78.0,0.0,0,4612,0,14.0,,,True,False,False
1024,1.0,100.0,0.0,0,8926,0,,,76.0,False,False,True
1025,1.0,33.0,3.0,0,9018,1,,26.0,,False,True,False
1026,,55.0,3.0,1,4849,1,,28.0,,True,False,False
1027,1.0,50.0,3.0,0,6123,0,,,59.0,False,True,False
1028,1.0,74.0,0.0,1,7394,0,,32.0,,True,False,False
1029,1.0,20.0,5.0,0,9558,0,,,63.0,False,True,False
1030,,28.0,4.0,1,7842,1,,,62.0,False,False,True
1031,0.0,15.0,5.0,1,7972,0,,,59.0,True,False,False
1032,1.0,100.0,5.0,0,6613,1,14.0,,,False,False,True
1033,,99.0,2.484941745438558,0,1944,1,,34.0,,False,False,True
1034,0.0,24.0,2.0,0,5978,1,,34.0,,True,False,False
1035,1.0,36.0,2.484941745438558,1,4951,0,,45.0,,True,False,False
1036,0.0,34.0,0.0,0,8107,0,11.0,,,False,True,False
1037,0.0,11.0,0.0,1,3379,0,,41.0,,False,True,False
1038,1.0,40.0,3.0,0,2126,1,,,51.0,True,False,False
1039,1.0,48.0,3.0,0,3127,1,,40.0,,False,True,False
1040,,72.0,3.0,1,1531,1,,,74.0,True,False,False
1041,,1.0,0.0,1,5199,0,,,67.0,False,True,False
1042,,22.0,3.0,1,4602,1,,39.0,,True,False,False
1043,0.0,50.0,1.0,0,7222,1,,24.0,,True,False,False
1044,,34.0,0.0,0,6857,0,,19.0,,False,False,True
1045,0.0,9.0,0.0,1,2707,0,,50.0,,True,False,False
1046,0.0,56.0,2.484941745438558,0,6371,0,,,70.0,False,False,True
1047,0.0,22.0,0.0,1,9273,0,,40.0,,True,False,False
1048,1.0,5.0,1.0,0,57,1,,45.0,,False,False,True
1049,,31.0,4.0,1,1908,1,,32.0,,True,False,False
1050,1.0,59.0,3.0,0,2311,1,11.0,,,False,False,True
1051,1.0,96.0,3.0,0,977,0,,,61.0,False,True,False
1052,0.0,82.0,5.0,1,6769,0,,,71.0,False,True,False
1053,1.0,90.0,2.0,0,4976,0,,,68.0,False,False,True
1054,,24.0,0.0,1,6464,1,,,54.0,False,True,False
1055,1.0,94.0,1.0,0,5254,0,,,77.0,True,False,False
1056,,100.0,5.0,0,2545,1,,,74.0,False,True,False
1057,1.0,83.0,2.0,0,8723,0,,43.0,,False,True,False
1058,,68.0,4.0,1,5144,0,,,58.0,False,False,True
1059,,78.0,2.0,1,2261,0,,46.0,,True,False,False
1060,0.0,2.0,4.0,0,648,1,,47.0,,False,True,False
1061,0.0,92.0,2.484941745438558,0,6119,1,,42.0,,False,True,False
1062,0.0,76.0,4.0,0,8981,1,13.0,,,False,False,True
1063,0.0,94.0,5.0,0,5251,1,14.0,,,False,True,False
1064,0.0,73.0,0.0,0,2799,0,,,76.0,True,False,False
1065,,65.0,5.0,1,8553,1,,36.0,,False,False,True
1066,1.0,18.0,2.0,0,5320,0,,24.0,,False,False,True
1067,1.0,24.0,0.0,0,2386,1,,30.0,,False,False,True
1068,1.0,15.0,0.0,0,4534,1,,36.0,,False,True,False
1069,0.0,85.0,5.0,0,888,1,,33.0,,False,False,True
1070,,97.0,2.0,1,216,0,,,58.0,True,False,False
1071,0.0,100.0,0.0,0,6477,1,,44.0,,True,False,False
1072,1.0,5.0,4.0,1,7529,0,,,80.0,True,False,False
1073,1.0,44.0,1.0,0,1101,1,,,74.0,False,False,True
1074,,36.0,5.0,1,8808,0,,,54.0,True,False,False
1075,0.0,31.0,2.484941745438558,0,6146,0,,,53.0,True,False,False
1076,1.0,99.0,3.0,0,6720,1,,19.0,,False,True,False
1077,1.0,8.0,1.0,0,4208,0,,43.0,,False,True,False
1078,0.0,32.0,0.0,0,65,0,,,77.0,False,True,False
1079,,61.0,3.0,0,5901,1,10.0,,,False,True,False
1080,1.0,64.0,2.0,1,2077,0,,,60.0,False,True,False
1081,0.0,89.0,0.0,1,7312,1,,,59.0,False,False,True
1082,1.0,49.0,2.0,1,7131,1,,37.0,,True,False,False
1083,1.0,41.0,2.484941745438558,1,3596,1,,22.0,,False,False,True
1084,0.0,91.0,3.0,0,4220,1,10.0,,,True,False,False
1085,1.0,57.0,5.0,1,9040,1,,27.0,,False,False,True
1086,,93.0,3.0,1,5754,1,,21.0,,True,False,False
1087,0.0,2.0,0.0,1,6938,1,,,75.0,True,False,False
1088,,40.0,0.0,1,6738,0,,21.0,,True,False,False
1089,0.0,55.0,2.0,1,413,0,,,71.0,False,True,False
1090,,85.0,1.0,0,1671,0,,30.0,,False,False,True
1091,0.0,63.0,0.0,0,978,1,17.0,,,False,False,True
1092,0.0,96.0,1.0,1,8070,1,,41.0,,True,False,False
1093,0.0,9.0,1.0,0,4112,1,,29.0,,False,False,True
1094,0.0,86.0,3.0,1,691,1,,,60.0,True,False,False
1095,0.0,9.0,4.0,0,3785,0,,20.0,,True,False,False
1096,0.0,52.0,2.484941745438558,0,2726,0,,44.0,,True,False,False
1097,,46.0,4.0,0,611,0,15.0,,,False,False,True
1098,1.0,99.0,5.0,1,2995,0,,,52.0,True,False,False
1099,,38.0,5.0,1,5797,1,,44.0,,False,False,True
1100,0.0,82.0,3.0,0,1075,0,,,61.0,False,True,False
1101,0.0,100.0,1.0,1,2837,0,,,72.0,True,False,False
1102,0.0,94.0,3.0,0,2384,1,,,52.0,False,False,True
1103,0.0,41.0,0.0,1,4728,1,,,72.0,False,True,False
1104,1.0,44.0,2.0,0,1719,1,,29.0,,True,False,False
1105,1.0,11.0,4.0,0,1093,1,13.0,,,True,False,False
1106,0.0,58.0,5.0,1,4633,0,,,69.0,False,True,False
1107,,7.0,2.0,0,3737,0,,22.0,,True,False,False
1108,,40.0,2.0,0,8956,1,,28.0,,True,False,False
1109,0.0,29.0,4.0,0,7008,1,,,70.0,False,True,False
1110,,31.0,5.0,0,946,0,,37.0,,False,False,True
1111,0.0,20.0,2.0,0,858,0,,19.0,,False,False,True
1112,0.0,21.0,5.0,0,3961,1,,36.0,,True,False,False
1113,0.0,16.0,2.484941745438558,0,1334,1,,,69.0,False,True,False
1114,,86.0,2.0,1,8461,1,,26.0,,True,False,False
1115,0.0,76.0,3.0,0,3266,1,12.0,,,True,False,False
1116,,28.0,3.0,1,7596,1,,39.0,,False,False,True
1117,1.0,100.0,0.0,0,6258,0,16.0,,,False,False,True
1118,1.0,24.0,0.0,0,4338,1,,50.0,,False,False,True
1119,1.0,92.0,3.0,1,2242,0,,,78.0,False,False,True
1120,1.0,65.0,5.0,0,9498,1,,,80.0,False,True,False
1121,0.0,82.0,1.0,0,9120,1,,33.0,,True,False,False
1122,0.0,16.0,2.0,1,6287,0,,44.0,,True,False,False
1123,1.0,77.0,5.0,0,4890,1,,34.0,,False,False,True
1124,0.0,63.0,2.0,1,9926,1,,,69.0,True,False,False
1125,1.0,18.0,5.0,0,6805,1,,,60.0,True,False,False
1126,,61.0,1.0,0,6647,1,16.0,,,False,False,True
1127,0.0,22.0,2.484941745438558,1,1532,0,,,60.0,False,False,True
1128,0.0,30.0,2.484941745438558,0,7195,0,,,63.0,False,False,True
1129,0.0,34.0,5.0,1,5847,0,,,62.0,False,True,False
1130,,15.0,0.0,0,4138,1,,,67.0,True,False,False
1131,0.0,100.0,0.0,0,8198,0,,,51.0,True,False,False
1132,0.0,18.0,3.0,0,3385,0,,,53.0,False,True,False
1133,1.0,77.0,5.0,0,6656,0,,,73.0,False,True,False
1134,,60.0,5.0,0,1047,0,,,80.0,True,False,False
1135,0.0,80.0,4.0,1,8293,0,,,57.0,True,False,False
1136,0.0,79.0,2.484941745438558,0,70,0,,,51.0,False,False,True
1137,,88.0,0.0,1,6046,0,,,53.0,False,False,True
1138,0.0,53.0,2.0,1,4613,0,,22.0,,False,True,False
1139,,98.0,2.484941745438558,1,9841,1,,,76.0,True,False,False
1140,1.0,44.0,0.0,1,7094,1,,50.0,,False,False,True
1141,,52.0,5.0,1,3477,0,,,73.0,False,False,True
1142,,26.0,3.0,0,7753,0,,,80.0,True,False,False
1143,1.0,14.0,3.0,1,2409,0,,,57.0,True,False,False
1144,,96.0,2.0,1,3552,0,,37.0,,True,False,False
1145,1.0,77.0,0.0,1,3330,1,,24.0,,True,False,False
1146,0.0,100.0,5.0,0,8939,0,,44.0,,False,True,False
1147,,78.0,1.0,0,9949,1,,19.0,,False,False,True
1148,0.0,84.0,0.0,0,6726,1,13.0,,,False,True,False
1149,,85.0,2.484941745438558,1,3418,1,,41.0,,False,False,True
1150,0.0,48.0,1.0,0,5720,0,11.0,,,False,False,True
1151,0.0,92.0,2.0,0,553,1,,19.0,,True,False,False
1152,1.0,5.0,1.0,0,5383,0,,,54.0,False,False,True
1153,0.0,63.0,2.0,1,5530,1,,24.0,,True,False,False
1154,0.0,100.0,1.0,0,594,0,10.0,,,True,False,False
1155,,63.0,1.0,0,5037,0,15.0,,,False,False,True
1156,0.0,39.0,5.0,1,4292,1,,50.0,,False,False,True
1157,1.0,51.0,5.0,1,4939,1,,,76.0,False,True,False
1158,0.0,21.0,1.0,0,6076,0,,32.0,,False,True,False
1159,,98.0,5.0,0,4274,0,,,51.0,False,False,True
1160,0.0,68.0,3.0,0,446,1,10.0,,,False,True,False
1161,,66.0,3.0,0,1856,1,,23.0,,True,False,False
1162,0.0,65.0,3.0,1,8768,0,,,73.0,False,False,True
1163,0.0,17.0,1.0,0,9848,1,,27.0,,False,True,False
1164,0.0,12.0,5.0,1,7472,1,,,60.0,False,True,False
1165,,50.0,2.0,0,9453,1,,,56.0,True,False,False
1166,0.0,99.0,2.484941745438558,0,3638,0,,42.0,,True,False,False
1167,0.0,11.0,1.0,1,6030,1,,37.0,,False,True,False
1168,,9.0,4.0,1,9870,0,,,60.0,False,True,False
1169,1.0,21.0,2.0,0,2360,0,,,74.0,True,False,False
1170,,80.0,3.0,1,2961,1,,,67.0,True,False,False
1171,,93.0,2.484941745438558,0,5684,0,13.0,,,False,True,False
1172,1.0,92.0,0.0,0,1182,1,,,77.0,False,False,True
1173,0.0,4.0,2.484941745438558,1,295,1,,22.0,,False,True,False
1174,1.0,64.0,1.0,0,8134,0,,,72.0,False,True,False
1175,,14.0,1.0,0,4366,1,14.0,,,False,False,True
1176,1.0,6.0,1.0,0,9988,1,,,62.0,False,True,False
1177,,48.0,4.0,1,8342,1,,25.0,,False,False,True
1178,,37.0,4.0,0,7800,0,,50.0,,True,False,False
1179,,74.0,2.0,0,6429,1,,47.0,,False,False,True
1180,0.0,31.0,4.0,0,1041,1,,40.0,,True,False,False
1181,0.0,11.0,5.0,0,5233,1,,,63.0,False,True,False
1182,1.0,42.0,4.0,0,9973,0,,23.0,,True,False,False
1183,1.0,41.0,3.0,1,7374,1,,42.0,,True,False,False
1184,0.0,75.0,0.0,0,6051,0,17.0,,,False,True,False
1185,0.0,90.0,4.0,0,2358,0,,,64.0,False,True,False
1186,,89.0,0.0,0,5077,1,,29.0,,True,False,False
1187,0.0,34.0,1.0,0,3830,1,,37.0,,False,True,False
1188,0.0,83.0,5.0,0,7738,0,,20.0,,False,False,True
1189,,17.0,4.0,0,4462,1,,,58.0,False,False,True
1190,0.0,91.0,1.0,1,5230,1,,23.0,,True,False,False
1191,0.0,100.0,2.484941745438558,1,2733,0,,,61.0,True,False,False
1192,0.0,70.0,0.0,0,3317,0,17.0,,,False,True,False
1193,0.0,40.0,2.0,0,5728,1,11.0,,,True,False,False
1194,1.0,100.0,5.0,1,1020,0,,,75.0,False,True,False
1195,0.0,76.0,1.0,0,418,1,13.0,,,False,False,True
1196,0.0,8.0,5.0,1,6950,1,,,60.0,False,False,True
1197,,57.0,5.0,0,2559,1,,24.0,,False,False,True
1198,1.0,90.0,3.0,0,3986,1,,,60.0,False,False,True
1199,0.0,34.0,5.0,1,6537,1,,,74.0,True,False,False
1200,1.0,71.0,4.0,1,163,1,,33.0,,True,False,False
1201,0.0,39.0,2.0,0,2921,0,,,76.0,False,True,False
1202,0.0,52.0,5.0,0,3276,0,,18.0,,True,False,False
1203,0.0,73.0,3.0,1,4828,1,,36.0,,True,False,False
1204,,13.0,0.0,0,1151,1,,19.0,,False,False,True
1205,0.0,9.0,0.0,0,2219,0,,46.0,,False,True,False
1206,1.0,69.0,3.0,0,3053,1,13.0,,,False,False,True
1207,,29.0,2.0,1,7663,0,,,69.0,False,False,True
1208,1.0,15.0,0.0,0,8376,1,,30.0,,True,False,False
1209,1.0,36.0,4.0,1,5108,1,,31.0,,True,False,False
1210,1.0,100.0,2.0,1,3777,1,,21.0,,True,False,False
1211,,23.0,1.0,0,6964,0,,,72.0,False,False,True
1212,0.0,26.0,5.0,1,8737,1,,41.0,,True,False,False
1213,,38.0,3.0,1,2127,1,,,63.0,False,False,True
1214,,59.0,5.0,1,3636,1,,43.0,,False,False,True
1215,1.0,50.0,3.0,0,6063,1,,42.0,,False,True,False
1216,1.0,79.0,5.0,0,3061,0,,,56.0,True,False,False
1217,,54.0,3.0,0,7557,0,,21.0,,False,True,False
1218,1.0,62.0,2.0,0,1480,1,,32.0,,True,False,False
1219,,42.0,2.0,1,5958,0,,,60.0,False,True,False
1220,1.0,100.0,1.0,1,9770,1,,31.0,,False,False,True
1221,1.0,33.0,5.0,1,4956,1,,37.0,,False,True,False
1222,,97.0,5.0,1,6819,0,,,65.0,False,False,True
1223,0.0,40.0,2.484941745438558,0,7600,0,,34.0,,False,False,True
1224,0.0,100.0,4.0,1,7277,0,,,53.0,True,False,False
1225,0.0,100.0,0.0,0,9686,0,,,80.0,True,False,False
1226,,81.0,2.484941745438558,0,3402,0,,34.0,,True,False,False
1227,,46.0,2.0,0,9390,0,17.0,,,True,False,False
1228,0.0,66.0,2.484941745438558,1,8510,1,,48.0,,False,False,True
1229,0.0,58.0,5.0,0,2383,0,,26.0,,False,False,True
1230,,91.0,4.0,1,2432,1,,,62.0,False,False,True
1231,1.0,55.0,5.0,1,1741,1,,30.0,,False,False,True
1232,1.0,47.0,1.0,0,8628,1,,26.0,,False,False,True
1233,0.0,35.0,2.0,0,9760,0,,27.0,,False,True,False
1234,0.0,14.0,2.0,0,6278,1,,25.0,,True,False,False
1235,0.0,19.0,3.0,0,8789,0,,23.0,,False,False,True
1236,,41.0,5.0,1,6213,1,,43.0,,False,True,False
1237,0.0,70.0,3.0,0,804,1,,25.0,,False,True,False
1238,,88.0,3.0,0,6096,1,,,60.0,True,False,False
1239,,100.0,2.0,0,68,1,,,56.0,False,True,False
1240,,71.0,1.0,0,9192,0,,46.0,,True,False,False
1241,0.0,53.0,0.0,0,3708,0,,22.0,,False,False,True
1242,0.0,43.0,2.484941745438558,0,2010,1,,49.0,,True,False,False
1243,1.0,6.0,3.0,1,4207,0,,41.0,,False,True,False
1244,0.0,1.0,5.0,0,657,0,,21.0,,False,False,True
1245,1.0,6.0,1.0,0,4694,0,,,70.0,False,False,True
1246,1.0,30.0,3.0,1,4547,0,,41.0,,False,True,False
1247,,92.0,4.0,0,488,0,,,67.0,True,False,False
1248,,99.0,0.0,0,2064,0,,18.0,,False,True,False
1249,1.0,99.0,1.0,1,8176,0,,,78.0,False,True,False
1250,,61.0,3.0,0,2530,1,,,53.0,False,True,False
1251,1.0,100.0,3.0,0,9368,0,,19.0,,False,False,True
1252,,51.0,5.0,1,5784,1,,,73.0,False,False,True
1253,1.0,25.0,5.0,1,2287,1,,,71.0,False,True,False
1254,,32.0,2.0,0,1424,1,,19.0,,False,False,True
1255,0.0,28.0,2.0,0,3762,1,,,57.0,False,False,True
1256,,55.0,1.0,0,7659,0,,19.0,,False,True,False
1257,1.0,62.0,4.0,0,9992,0,,41.0,,False,True,False
1258,0.0,27.0,1.0,0,7944,1,,33.0,,False,False,True
1259,0.0,9.0,1.0,1,4918,1,,41.0,,False,False,True
1260,0.0,71.0,0.0,1,5922,0,,33.0,,True,False,False
1261,0.0,65.0,5.0,1,3223,1,,41.0,,False,True,False
1262,,55.0,3.0,1,7371,1,,41.0,,True,False,False
1263,,30.0,5.0,0,8364,0,,29.0,,True,False,False
1264,,42.0,1.0,1,8934,0,,44.0,,True,False,False
1265,,64.0,0.0,1,3332,1,,28.0,,False,True,False
1266,,70.0,2.0,0,3331,1,,,58.0,True,False,False
1267,,21.0,1.0,0,9543,0,,,58.0,True,False,False
1268,,4.0,1.0,0,2802,0,,,67.0,True,False,False
1269,1.0,18.0,2.0,1,7408,1,,48.0,,True,False,False
1270,0.0,32.0,4.0,0,1137,1,13.0,,,False,True,False
1271,,8.0,2.0,1,3879,1,,47.0,,True,False,False
1272,,78.0,4.0,1,1213,1,,,54.0,True,False,False
1273,,42.0,1.0,0,7162,0,,34.0,,True,False,False
1274,1.0,11.0,2.0,0,9267,0,,42.0,,False,True,False
1275,,26.0,4.0,1,8227,0,,,51.0,False,False,True
1276,1.0,64.0,5.0,0,7624,1,,,59.0,False,False,True
1277,1.0,29.0,2.0,1,2850,0,,42.0,,False,True,False
1278,1.0,27.0,3.0,1,7982,1,,29.0,,True,False,False
1279,1.0,37.0,0.0,1,9144,1,,28.0,,False,False,True
1280,,0.0,1.0,0,5060,0,,,73.0,False,False,True
1281,0.0,38.0,1.0,0,6559,1,,29.0,,False,False,True
1282,,90.0,2.484941745438558,1,35,1,,35.0,,False,False,True
1283,0.0,59.0,2.0,0,7967,0,,,59.0,False,False,True
1284,1.0,94.0,5.0,0,5436,1,11.0,,,False,True,False
1285,0.0,48.0,1.0,0,3617,1,15.0,,,False,True,False
1286,1.0,38.0,1.0,0,2642,0,,47.0,,False,False,True
1287,0.0,51.0,2.0,0,2185,1,,,54.0,False,False,True
1288,,67.0,1.0,1,3887,0,,,54.0,False,True,False
1289,,24.0,1.0,0,3137,1,,46.0,,False,True,False
1290,0.0,84.0,0.0,0,625,1,,43.0,,True,False,False
1291,1.0,18.0,1.0,1,4820,1,,32.0,,False,True,False
1292,1.0,2.0,3.0,1,1017,1,,32.0,,True,False,False
1293,,98.0,1.0,0,9430,1,,32.0,,False,False,True
1294,1.0,5.0,2.0,0,6250,0,,41.0,,False,True,False
1295,,80.0,5.0,0,2614,0,,,53.0,False,False,True
1296,0.0,57.0,2.0,0,7914,0,,20.0,,True,False,False
1297,1.0,11.0,5.0,0,9190,1,12.0,,,False,False,True
1298,0.0,45.0,0.0,0,1674,0,,,64.0,False,True,False
1299,1.0,23.0,3.0,1,8252,0,,,54.0,True,False,False
1300,1.0,73.0,3.0,0,149,1,16.0,,,True,False,False
1301,0.0,94.0,4.0,0,2847,0,,25.0,,False,True,False
1302,0.0,5.0,4.0,0,6928,0,,46.0,,False,False,True
1303,0.0,19.0,2.484941745438558,0,9246,0,,20.0,,True,False,False
1304,0.0,93.0,5.0,0,2885,1,,40.0,,False,True,False
1305,1.0,6.0,2.0,1,4061,1,,21.0,,False,True,False
1306,0.0,29.0,4.0,0,6887,1,,22.0,,False,True,False
1307,1.0,72.0,0.0,0,1360,1,,,68.0,False,False,True
1308,1.0,100.0,3.0,0,794,1,15.0,,,True,False,False
1309,0.0,10.0,0.0,1,2413,0,,49.0,,True,False,False
1310,,57.0,0.0,0,6597,0,,37.0,,True,False,False
1311,0.0,23.0,0.0,1,637,1,,40.0,,False,True,False
1312,,94.0,1.0,0,2596,1,17.0,,,False,False,True
1313,,100.0,2.484941745438558,0,6231,1,16.0,,,False,False,True
1314,1.0,25.0,2.0,1,2668,1,,,78.0,False,True,False
1315,,28.0,2.484941745438558,0,7911,0,,25.0,,True,False,False
1316,,99.0,1.0,0,8678,0,,19.0,,False,True,False
1317,,53.0,2.0,0,992,0,,,63.0,False,True,False
1318,,54.0,3.0,1,8419,0,,,70.0,True,False,False
1319,0.0,44.0,3.0,0,2047,1,,,77.0,False,True,False
1320,0.0,85.0,2.0,0,7087,0,,,79.0,False,True,False
1321,,80.0,2.0,1,6756,1,,,72.0,True,False,False
1322,,22.0,2.0,1,1582,1,,,56.0,True,False,False
1323,,0.0,5.0,0,6354,1,,,57.0,False,False,True
1324,,9.0,3.0,0,5577,0,10.0,,,False,True,False
1325,0.0,41.0,5.0,1,3377,0,,,60.0,True,False,False
1326,,70.0,3.0,0,5075,0,,,62.0,False,False,True
1327,0.0,56.0,2.0,0,5249,1,11.0,,,False,True,False
1328,1.0,81.0,2.0,0,522,0,,,61.0,False,True,False
1329,0.0,100.0,5.0,0,2479,1,,18.0,,False,False,True
1330,0.0,19.0,4.0,1,9096,0,,,70.0,True,False,False
1331,0.0,71.0,4.0,1,6032,1,,27.0,,True,False,False
1332,1.0,56.0,0.0,0,3442,0,,18.0,,False,False,True
1333,1.0,100.0,2.0,1,2682,0,,39.0,,False,True,False
1334,,52.0,1.0,0,543,1,,,53.0,True,False,False
1335,,61.0,2.0,0,3824,1,,21.0,,False,True,False
1336,0.0,75.0,0.0,1,5024,1,,24.0,,False,False,True
1337,1.0,38.0,5.0,1,9358,1,,29.0,,False,True,False
1338,,64.0,0.0,0,7639,1,,,68.0,False,False,True
1339,0.0,37.0,2.0,0,351,0,11.0,,,False,False,True
1340,1.0,19.0,3.0,0,3692,1,,40.0,,True,False,False
1341,0.0,41.0,1.0,0,3558,0,,35.0,,False,False,True
1342,0.0,42.0,0.0,1,5036,0,,48.0,,True,False,False
1343,0.0,67.0,1.0,1,3150,1,,,64.0,False,True,False
1344,,32.0,4.0,0,9254,1,,,59.0,False,False,True
1345,0.0,38.0,1.0,0,4200,1,,20.0,,True,False,False
1346,,74.0,2.484941745438558,1,7485,1,,44.0,,True,False,False
1347,0.0,82.0,4.0,1,9133,1,,,51.0,False,True,False
1348,1.0,100.0,3.0,0,3670,0,,33.0,,True,False,False
1349,,22.0,2.0,0,8276,1,,,55.0,False,True,False
1350,,6.0,4.0,1,10,1,,47.0,,False,False,True
1351,,15.0,2.0,0,5727,1,14.0,,,True,False,False
1352,,40.0,0.0,1,5406,0,,,78.0,False,False,True
1353,0.0,11.0,4.0,1,7647,1,,25.0,,False,False,True
1354,1.0,56.0,4.0,1,7703,1,,23.0,,True,False,False
1355,,73.0,0.0,0,1454,1,,,70.0,True,False,False
1356,0.0,39.0,4.0,0,3282,0,,,62.0,False,False,True
1357,0.0,53.0,3.0,0,5897,1,,48.0,,False,False,True
1358,0.0,9.0,0.0,0,6672,1,,,56.0,True,False,False
1359,1.0,2.0,3.0,1,7831,0,,,71.0,False,True,False
1360,,84.0,0.0,1,3238,0,,,75.0,True,False,False
1361,,56.0,0.0,1,5616,0,,47.0,,False,False,True
1362,,79.0,5.0,0,4229,0,,,59.0,False,False,True
1363,,53.0,1.0,1,9118,0,,,57.0,False,False,True
1364,1.0,74.0,0.0,1,3880,1,,37.0,,False,False,True
1365,,59.0,1.0,1,9359,1,,,51.0,False,True,False
1366,0.0,16.0,3.0,0,7789,1,,,75.0,False,True,False
1367,,38.0,2.0,0,7489,1,,36.0,,False,True,False
1368,0.0,32.0,2.484941745438558,0,1077,0,,,73.0,False,False,True
1369,1.0,67.0,5.0,1,4704,1,,,69.0,False,True,False
1370,1.0,4.0,0.0,1,5324,1,,,63.0,False,False,True
1371,,41.0,2.484941745438558,0,958,1,,43.0,,True,False,False
1372,1.0,9.0,4.0,0,1973,0,15.0,,,True,False,False
1373,0.0,89.0,2.484941745438558,0,7984,1,11.0,,,False,False,True
1374,,56.0,4.0,0,6666,1,,,51.0,False,False,True
1375,0.0,10.0,2.484941745438558,0,2794,1,14.0,,,False,False,True
1376,,36.0,3.0,1,6933,1,,,69.0,False,False,True
1377,1.0,95.0,4.0,1,5546,1,,22.0,,False,False,True
1378,1.0,69.0,5.0,0,1560,0,,,53.0,True,False,False
1379,0.0,12.0,2.484941745438558,0,4697,1,,25.0,,False,True,False
1380,1.0,48.0,2.0,1,232,1,,,71.0,False,False,True
